"","VIDEO_ID","SIZE","VIEWS.x","LENGTH","BITRATE.x","V4","V5.y","RATE","CLASS"
"1524","7mMZvHHgtrU",12086798,791,481,25128.4781704782,"Howto & DIY",481,2.69,"3"
"1525","7N0Fh8noHfA",5184000,3479,150,34560,"Gadgets & Games",150,4.24,"1"
"1526","7N52IV_E0Fg",7700645,9677,212,36323.7971698113,"Entertainment",212,4.44,"1"
"1527","-7ndeQMVgJM",4164653,22250,97,42934.5670103093,"Film & Animation",97,3.44,"2"
"1528","7NWi6cx2Fxc",12487733,16202,302,41350.1092715232,"Gadgets & Games",302,4.77,"1"
"1529","7nzBV5V9pd8",300731,30459,9,33414.5555555556,"Gadgets & Games",9,4.7,"1"
"1530","7o2tHy1jmhQ",13381766,26048,325,41174.6646153846,"Howto & DIY",325,4.56,"1"
"1531","7o4gGSzzw04",8762899,1045,210,41728.0904761905,"Music",210,0,"5"
"1532","7OBEHUF2C_A",8714289,13230,241,36158.8755186722,"Film & Animation",241,4.79,"1"
"1533","7oC-j8wXhZ4",20584978,4650,493,41754.5192697769,"Music",493,4.44,"1"
"1534","7oDs6e1mgX0",2936092,10399,65,45170.6461538462,"Gadgets & Games",65,3.77,"2"
"1535","_7ODZKqy5FQ",3105993,739,73,42547.8493150685,"Comedy",73,0,"5"
"1536","7OjsXB863Ck",1167535,48,29,40259.8275862069,"Comedy",29,0,"5"
"1537","7o_lzS_O88k",2627424,49012,63,41705.1428571429,"Gadgets & Games",63,4.71,"1"
"1538","7OQKAFAED-0",541302,1931,11,49209.2727272727,"Gadgets & Games",11,3.67,"2"
"1539","7orXYzyjKb8",3454566,2730,97,35614.0824742268,"News & Politics",97,5,"1"
"1540","7oXx0qwe0wc",5230392,384786,126,41511.0476190476,"Comedy",126,4.87,"1"
"1541","7oY7tfI34Cw",8229905,1059,202,40742.103960396,"Film & Animation",202,4.89,"1"
"1542","7p1ceVkSgJo",4984700,9915,139,35861.1510791367,"Sports",139,4.7,"1"
"1543","7p--8CPT738",2737093,76182,72,38015.1805555556,"Film & Animation",72,4.94,"1"
"1544","7p-AmMy6sSo",5442734,37644,134,40617.4179104478,"Comedy",134,4.84,"1"
"1545","7PCyNMrhxG4",8310688,24802,199,41762.2512562814,"Entertainment",199,4.93,"1"
"1546","7pncBTjWhNw",6676456,1137,160,41727.85,"Music",160,5,"1"
"1547","7PoCCyHlQmM",4689056,4346,130,36069.6615384615,"Music",130,3.53,"2"
"1548","7PrgOjEm_oA",8611971,3999,209,41205.6028708134,"People & Blogs",209,2,"3"
"1549","7p_RzTVgPzk",9655550,9171,232,41618.75,"Film & Animation",232,4.75,"1"
"1550","7pspZ3A1Ksw",3424077,5573,79,43342.746835443,"Film & Animation",79,4.41,"1"
"1551","_7PwJ_8HF4g",14964435,54933,360,41567.875,"Music",360,4.92,"1"
"1552","7pWX46lJc1Y",12117830,43910,273,44387.6556776557,"Music",273,4.87,"1"
"1553","7qAEaSIubAs",67722610,8124,1639,41319.4691885296,"News & Politics",1639,4.79,"1"
"1554","7qCRQqOz63s",11207008,61913,270,41507.437037037,"Music",270,4.84,"1"
"1555","7qkli0fZahc",1656077,714,40,41401.925,"Howto & DIY",40,5,"1"
"1556","7Qo-rXtQ02g",16623161,986,406,40943.7463054187,"Entertainment",406,4,"1"
"1557","7Qp0pjdO3vM",1489212,2164,78,19092.4615384615,"News & Politics",78,3.69,"2"
"1558","7QUuhXcweO4",18326311,1986,450,40725.1355555556,"News & Politics",450,4.95,"1"
"1559","7R9xjPsUk5o",14643967,10913,363,40341.5068870523,"Comedy",363,4.71,"1"
"1560","7_rBidCkJxo",4441610,538292,202,21988.1683168317,"Howto & DIY",202,4.78,"1"
"1561","7rCW4AbhGhQ",883606,513,17,51976.8235294118,"Sports",17,0,"5"
"1562","7rptMEm8HXY",4349021,84,104,41817.5096153846,"Entertainment",104,4,"1"
"1563","7s3JKGNihaQ",11128474,1919,267,41679.6779026217,"Howto & DIY",267,4.29,"1"
"1564","7S9dAopfLsI",1016500,2648,25,40660,"Comedy",25,4,"1"
"1565","7sGez9j3OMU",6585806,3416,161,40905.6273291925,"Gadgets & Games",161,5,"1"
"1566","7SnVMiKpXL4",14521396,729,348,41728.1494252874,"Gadgets & Games",348,5,"1"
"1567","7S-q-J_fGUU",8154083,27179,197,41391.2842639594,"Gadgets & Games",197,4.61,"1"
"1568","7SxuCiD0LPQ",7874963,420,190,41447.1736842105,"Comedy",190,5,"1"
"1569","7t1UT39MKiM",6497066,521,158,41120.6708860759,"Film & Animation",158,0,"5"
"1570","7tbHcyG-EgQ",14661164,647,353,41533.0424929178,"Comedy",353,4.82,"1"
"1571","7tC8826mdEM",9133801,2821,218,41898.1697247706,"News & Politics",218,3.93,"2"
"1572","7tcm4fwjjxU",1207295,77,30,40243.1666666667,"Comedy",30,5,"1"
"1573","7tHAA0IoxFg",12309472,63098,307,40096,"Comedy",307,4.88,"1"
"1574","7TULYBRHBAs",6740333,6140,176,38297.3465909091,"Music",176,4.5,"1"
"1575","7TXjtbl2y3U",1622338,155073,179,9063.3407821229,"Comedy",179,4.72,"1"
"1576","7txqZrHHypE",11598431,125120,301,38532.9933554817,"News & Politics",301,4.41,"1"
"1577","7tZJnADxEVI",14294304,5324,346,41313.0173410405,"Pets & Animals",346,4.25,"1"
"1578","7U-FbbrNeeA",13572537,14523,326,41633.5490797546,"Entertainment",326,4.84,"1"
"1579","7UJn1K35WXc",1708723,49231,41,41676.1707317073,"Comedy",41,2.54,"3"
"1580","7utryGZ25dg",16690694,271288,406,41110.0837438424,"Music",406,4.59,"1"
"1581","7uVw5XSWbjA",22769047,6008,560,40659.0125,"Howto & DIY",560,4.7,"1"
"1582","_7VO5AW92Pg",21278914,3212,515,41318.2796116505,"Gadgets & Games",515,5,"1"
"1583","7voP6aUCjz0",8238266,137150,227,36291.9207048458,"Comedy",227,4.57,"1"
"1584","7_vYEJ2-YL8",2832842,738,71,39899.1830985916,"News & Politics",71,0,"5"
"1585","7W3LWyfSSao",1603283,3816,38,42191.6578947368,"Music",38,5,"1"
"1586","7_W7d9LNNns",6583375,20575,160,41146.09375,"Comedy",160,4.13,"1"
"1587","7wj8-HkZ0XQ",7044076,3336,170,41435.7411764706,"Music",170,4.32,"1"
"1588","7WmMcqp670s",6070699,197557,164,37016.4573170732,"Travel & Places",164,4.86,"1"
"1589","7WMnXg6GEmU",9600817,2395,232,41382.8318965517,"Music",232,4.43,"1"
"1590","7wt5FiZQrgM",2585128,1399531,62,41695.6129032258,"Gadgets & Games",62,4.31,"1"
"1591","7wy5rZdg4zI",9651685,1272,233,41423.5407725322,"Music",233,4,"1"
"1592","7XKkMza-dhI",6997594,8992,229,30557.1790393013,"Gadgets & Games",229,4.58,"1"
"1593","7XLt3Xwk3tQ",261853,11528,16,16365.8125,"People & Blogs",16,2.25,"3"
"1594","7XQ6i4VSOHA",1600956,336,38,42130.4210526316,"Pets & Animals",38,5,"1"
"1595","7xYkiN4-gl8",1507395,12956,36,41872.0833333333,"Entertainment",36,4.92,"1"
"1596","7xzvKHo_HT4",12445653,28789,303,41074.7623762376,"News & Politics",303,4.45,"1"
"1597","7_YaNteKmew",2267163,86467,61,37166.606557377,"Entertainment",61,4.62,"1"
"1598","7ywGEvBNSok",6723851,1852,163,41250.6196319018,"People & Blogs",163,5,"1"
"1599","7z7R5lOgkTM",7466419,19178,179,41711.8379888268,"Entertainment",179,4.77,"1"
"1600","7ZktfjfFRok",14647903,776,354,41378.2570621469,"Music",354,2.33,"3"
"1601","7z_ml03VItA",2439352,1154079,62,39344.3870967742,"Entertainment",62,3.44,"2"
"1602","7ZMSlhemSOc",3509688,4836,85,41290.4470588235,"News & Politics",85,3.8,"2"
"1603","7Zx_nYrBoNE",8428977,11611,204,41318.5147058823,"Music",204,4.57,"1"
"1604","7ZzC3c52if4",1315641,12861,28,46987.1785714286,"Gadgets & Games",28,4.2,"1"
"1605","802m4HPvXas",7873480,110612,188,41880.2127659574,"Music",188,4.67,"1"
"1606","80sWifG40B0",1192154,20361,29,41108.7586206897,"Howto & DIY",29,4.63,"1"
"1607","812Fz2sZLKI",13424496,15230,323,41561.907120743,"News & Politics",323,4.46,"1"
"1608","81EuwZy-SNY",8988602,43025,231,38911.696969697,"Entertainment",231,4.93,"1"
"1609","81lrOthHwHg",7348990,4111,240,30620.7916666667,"People & Blogs",240,4.38,"1"
"1610","81rs3uKI-BI",14643528,55808,361,40563.7894736842,"Entertainment",361,4.81,"1"
"1611","82EV4KBIsNk",5221384,9630,119,43877.1764705882,"Film & Animation",119,4.67,"1"
"1612","82gUqUanDEo",32634538,164,787,41467.0114358323,"News & Politics",787,5,"1"
"1613","82Z9L3cTDRE",10474146,3952,251,41729.6653386454,"Music",251,5,"1"
"1614","_83FvYyA9No",3255379,6416,80,40692.2375,"Pets & Animals",80,5,"1"
"1615","83JGqtziNH8",15067368,5965,583,25844.5420240137,"Comedy",583,4.67,"1"
"1616","83KhgDLRbsY",6288790,602,152,41373.6184210526,"Entertainment",152,0,"5"
"1617","83uptO41TcM",18898661,25370,457,41353.7439824945,"Gadgets & Games",457,4.82,"1"
"1618","83zigG6SEeA",14440573,3534,401,36011.4039900249,"News & Politics",401,4.38,"1"
"1619","84d6KOCHqQs",4116664,11363,219,18797.5525114155,"Music",219,4.64,"1"
"1620","84EUrPQc7xE",21418617,2546,519,41269.0115606936,"People & Blogs",519,3.11,"2"
"1621","84H3KI0ApGA",10810845,6666,277,39028.321299639,"Entertainment",277,4.79,"1"
"1622","85Buy22ZcBc",7835247,47696,191,41022.2356020942,"Entertainment",191,4.81,"1"
"1623","85f6wPDqVAU",726626,4860,18,40368.1111111111,"Comedy",18,5,"1"
"1624","85OzSIDwwv8",1868855,31780,45,41530.1111111111,"Gadgets & Games",45,3.35,"2"
"1625","86CV-DIY_pA",4257193,34571,103,41331.9708737864,"Entertainment",103,4.49,"1"
"1626","86GE71AaLjc",7230693,8821,175,41318.2457142857,"Entertainment",175,5,"1"
"1627","86gFBoNE9R8",3461528,1490,245,14128.6857142857,"Music",245,3.7,"2"
"1628","873IH2Msp30",7939134,7156,194,40923.3711340206,"Music",194,4.58,"1"
"1629","87foI2IawmE",39883559,2008,544,73315.3658088235,"Music",544,5,"1"
"1630","87fyJ-3o2ws",16079648,33391,732,21966.7322404372,"News & Politics",732,3.9,"2"
"1631","87O9sAzbUlc",NA,1539,165,NA,"News & Politics",165,2.5,"3"
"1632","87qedSgXbLU",11607258,11125,284,40870.6267605634,"Entertainment",284,4.79,"1"
"1633","87S5Mdsv7Ns",9677938,4359,231,41895.8354978355,"News & Politics",231,3.01,"2"
"1634","87zGSubaW6c",21225985,330,512,41457.001953125,"Travel & Places",512,5,"1"
"1635","8-8nkkOA_AM",11278738,256231,271,41618.9594095941,"Music",271,4.89,"1"
"1636","88RQ9YZx3-o",970124,1592,24,40421.8333333333,"Sports",24,5,"1"
"1637","88yNwwPOvgQ",536862,117,13,41297.0769230769,"News & Politics",13,2,"3"
"1638","89EPR46mIkY",5520021,4811,242,22810.0041322314,"Music",242,4.67,"1"
"1639","89sz8ExZndc",8718281,1380823,210,41515.6238095238,"Howto & DIY",210,4.84,"1"
"1640","8_A8ke50zOw",4244876,7652,103,41212.3883495146,"Music",103,4.6,"1"
"1641","_8aOiMmekGk",21244748,10715,869,24447.3509781358,"News & Politics",869,4.66,"1"
"1642","8aRUd02608w",114660257,18239,2763,41498.4643503438,"Music",2763,3.31,"2"
"1643","8_AWe2TxE5U",684393,52,16,42774.5625,"Sports",16,0,"5"
"1644","8ax_BSUSrKE",6780738,56791,165,41095.3818181818,"People & Blogs",165,3.57,"2"
"1645","8AXHb_xk3EI",3503375,462083,92,38080.1630434783,"Comedy",92,4.53,"1"
"1646","8AZxUtZ2ZgI",8056520,1085766,196,41104.693877551,"Music",196,4.42,"1"
"1647","8b1OlFFbQm4",10542301,425,159,66303.7798742138,"News & Politics",159,4.56,"1"
"1648","8b414bJZKHo",7568448,26772,183,41357.6393442623,"Gadgets & Games",183,4.21,"1"
"1649","-8b6Td4C2to",3950213,1779,157,25160.5923566879,"Entertainment",157,5,"1"
"1650","8BaQj0lk4lE",20410707,9631,490,41654.5040816327,"News & Politics",490,4.6,"1"
"1651","8bB2rt3IKJc",23332904,12385,564,41370.3971631206,"Entertainment",564,3.72,"2"
"1652","8bbTtPL1jRs",10993092,9579911,267,41172.6292134831,"Music",267,4.5,"1"
"1653","8beczaFxySI",15055589,1490,598,25176.5702341137,"News & Politics",598,5,"1"
"1654","8BEMBgnda2Y",4115202,891,100,41152.02,"Autos & Vehicles",100,0,"5"
"1655","8BptZA3qWBk",6930026,6924,166,41747.1445783133,"Music",166,4.9,"1"
"1656","8btipAUwLHY",9361008,21610,223,41977.6143497758,"Entertainment",223,4.76,"1"
"1657","-8Bu8sHBfaQ",7193163,469,172,41820.7151162791,"News & Politics",172,2,"3"
"1658","8C_4R_Hd2sk",19991240,1380,483,41389.7308488613,"Gadgets & Games",483,4.61,"1"
"1659","8c6ckjy-gdY",2000011,250070,50,40000.22,"Howto & DIY",50,4.17,"1"
"1660","8CjUgHdZ9U8",12774522,140968,327,39065.8165137615,"Music",327,4.87,"1"
"1661","8cOmamGebu8",18018482,143,435,41421.7977011494,"Entertainment",435,0,"5"
"1662","8CY2GuYX4uo",30185070,2424,733,41180.1773533424,"Travel & Places",733,5,"1"
"1663","8d8mlyFKUew",6023074,1771,246,24484.0406504065,"Autos & Vehicles",246,4.25,"1"
"1664","8dFpQR6KJYg",2502673,1083,143,17501.2097902098,"Comedy",143,4.5,"1"
"1665","8dIy-z9j7vk",4212942,827,98,42989.2040816327,"News & Politics",98,5,"1"
"1666","8_DocAeQ2Ag",419800,2930,10,41980,"Sports",10,3,"2"
"1667","8_drrgyeA5U",11060812,290297,268,41271.6865671642,"Gadgets & Games",268,4.64,"1"
"1668","8drtjtbN22c",15652417,74,384,40761.5026041667,"News & Politics",384,5,"1"
"1669","8EA592NK3yY",1628448,61928,62,26265.2903225806,"Sports",62,4.88,"1"
"1670","8Ee9UECx1XU",866408,215,56,15471.5714285714,"Sports",56,0,"5"
"1671","8EmqiDYxTaQ",1815873,7463,43,42229.6046511628,"Comedy",43,4.11,"1"
"1672","8EMRB6BE2iI",6230482,18755,178,35002.7078651685,"Howto & DIY",178,4.88,"1"
"1673","8EPrW9rC3vA",7394530,91604,193,38313.6269430052,"Gadgets & Games",193,4.87,"1"
"1674","8e-vgQSqNtA",9915710,548623,238,41662.6470588235,"Comedy",238,4.81,"1"
"1675","8EywdPsnJxQ",10387424,12666,252,41219.9365079365,"Music",252,4.88,"1"
"1676","8eZIwb_PpF8",8029108,63472,194,41387.1546391753,"Gadgets & Games",194,4.73,"1"
"1677","8ffIxyoaYKI",1331082,7238,94,14160.4468085106,"Entertainment",94,4,"1"
"1678","8FftLxuYzRA",12847493,183380,299,42968.2040133779,"Gadgets & Games",299,4.37,"1"
"1679","8FGccQPCFBY",3053523,1996,95,32142.3473684211,"Pets & Animals",95,4.6,"1"
"1680","8fKSoB2GByM",11274037,3240,277,40700.4945848375,"Sports",277,4.73,"1"
"1681","8fmnb_TAbJk",11658356,49196,282,41341.6879432624,"Entertainment",282,4.47,"1"
"1682","8fRyXyGSk68",5709863,188139,159,35911.0880503145,"Music",159,4.72,"1"
"1683","8g-15eqc8vo",6298838,12604,153,41168.8758169935,"News & Politics",153,4.79,"1"
"1684","-8GHfF96D7Q",3011297,1152,72,41823.5694444444,"Comedy",72,0,"5"
"1685","8GVI2YvPDgo",4474849,1537,108,41433.787037037,"Entertainment",108,4.25,"1"
"1686","8GVosRh7wbQ",5697800,349058,196,29070.4081632653,"Music",196,4.83,"1"
"1687","8GWsVHnX54o",1234065,300235,28,44073.75,"Film & Animation",28,3.21,"2"
"1688","8H638xRzut4",9367905,8981,226,41450.907079646,"Comedy",226,4.11,"1"
"1689","8HA5DVjRYFE",1226669,11692,39,31453.0512820513,"Sports",39,3.7,"2"
"1690","8_HGJpucSK4",1488667,809,36,41351.8611111111,"Music",36,2.5,"3"
"1691","8Hkh3M4zs9U",11290698,98240,497,22717.7022132797,"People & Blogs",497,3.83,"2"
"1692","8HXi2szrE_I",1448954,408,48,30186.5416666667,"News & Politics",48,3,"2"
"1693","8hyYtZtZEzE",942485,3907,29,32499.4827586207,"Music",29,1.9,"4"
"1694","8i9STYIH5KU",24805236,14990,599,41411.0784641068,"Entertainment",599,4.51,"1"
"1695","8IibWNZjMXg",6537732,3742,159,41117.8113207547,"Comedy",159,4.62,"1"
"1696","8iJoWfXIXb8",10013302,5132,272,36813.6102941177,"Music",272,4.91,"1"
"1697","8iPqFfz6gII",7105348,209760,172,41310.1627906977,"Entertainment",172,4.54,"1"
"1698","8_IqbxEpvww",7953524,935,316,25169.3797468354,"News & Politics",316,5,"1"
"1699","8ITdpgrcbxI",18883818,28618,459,41141.2156862745,"Music",459,4.72,"1"
"1700","8IX1PYDESHg",21168104,1578,508,41669.4960629921,"Howto & DIY",508,4.05,"1"
"1701","8-JBc37lMVE",8897085,2944,215,41381.7906976744,"People & Blogs",215,4,"1"
"1702","8jIRO2IR0iM",11659805,152100,282,41346.8262411348,"Music",282,4.95,"1"
"1703","8JjfSTAoBDY",7680541,66662,184,41742.0706521739,"Entertainment",184,4.77,"1"
"1704","8KkkciTnbow",16916800,2773,410,41260.4878048781,"News & Politics",410,4.43,"1"
"1705","8KLVWaE0OX0",3542229,11124,92,38502.4891304348,"Entertainment",92,4.58,"1"
"1706","8kOs3J0a2aI",1830531,763903,43,42570.488372093,"Comedy",43,4.63,"1"
"1707","8KURXNh0k4o",7195599,1401,173,41593.0578034682,"Film & Animation",173,5,"1"
"1708","8KZzwuKjVMo",3197767,67973,200,15988.835,"Music",200,4.45,"1"
"1709","8L7wIxEIJ4w",7413680,352,245,30259.9183673469,"People & Blogs",245,0,"5"
"1710","8L9BmSxvLj4",3247493,20477,78,41634.5256410256,"Music",78,4,"1"
"1711","8L9XxDAKQXk",11584922,17919,257,45077.5175097276,"Film & Animation",257,4.89,"1"
"1712","8LNHVZMqK9w",1586296,9922,53,29930.1132075472,"Howto & DIY",53,3.6,"2"
"1713","8M8qis-jB4s",7759848,8345,203,38225.8522167488,"Gadgets & Games",203,4.17,"1"
"1714","8mBDQXWflbM",3144785,298977,75,41930.4666666667,"Comedy",75,4.65,"1"
"1715","8mbX8y5r4_U",5566331,17361,141,39477.524822695,"Film & Animation",141,4.56,"1"
"1716","8md1Nwhq24E",9803663,24174,235,41717.714893617,"Gadgets & Games",235,4.86,"1"
"1717","8MpYUz0DAzQ",2482040,2346,63,39397.4603174603,"Entertainment",63,5,"1"
"1718","8MvKU9cayBQ",21312347,4256,594,35879.3720538721,"Howto & DIY",594,4.78,"1"
"1719","8MX-tbTu9IE",1765465,541,72,24520.3472222222,"People & Blogs",72,1,"4"
"1720","8MZ02KkB1QI",3553845,215,85,41809.9411764706,"People & Blogs",85,1,"4"
"1721","8Nd6I_w3898",5809969,3012,140,41499.7785714286,"Music",140,4.45,"1"
"1722","8NE5elL30w4",12418875,1048582,309,40190.5339805825,"Entertainment",309,4.78,"1"
"1723","8_nGObVkLsE",8699593,153081,210,41426.6333333333,"Music",210,4.92,"1"
"1724","8NkNCimwzrU",17212645,11298,417,41277.3261390887,"Comedy",417,4.8,"1"
"1725","_8nLgyaDons",746951,4356,27,27664.8518518519,"Entertainment",27,3.26,"2"
"1726","8npK1q6LY9Q",25786990,72073,623,41391.6372391653,"Music",623,4.91,"1"
"1727","8NS3Vg4AU40",1960081,4245,44,44547.2954545455,"News & Politics",44,2.62,"3"
"1728","8nXybjdyVDA",9282408,369,236,39332.2372881356,"People & Blogs",236,5,"1"
"1729","8o1F7-tQgYA",4175574,5389,104,40149.75,"People & Blogs",104,4.34,"1"
"1730","8O3vPKpjXOo",19750927,1155,483,40892.1884057971,"People & Blogs",483,4.92,"1"
"1731","8_Ony23uYh4",11466218,1136,330,34746.1151515152,"Film & Animation",330,4.83,"1"
"1732","8Ooiir-tCcA",5320890,461322,146,36444.4520547945,"Music",146,4.53,"1"
"1733","8oqX8B9qIYc",9749352,14633,236,41310.813559322,"Comedy",236,4.74,"1"
"1734","8pE9uwYqbQs",7161285,441908,174,41156.8103448276,"Music",174,4.21,"1"
"1735","8PG2TDaJDhQ",13409497,51733,324,41387.3364197531,"Music",324,4.84,"1"
"1736","8PhSe1JZD1g",12158536,72747,488,24915.0327868852,"Comedy",488,4.73,"1"
"1737","8Q6SbyPGCp0",4099745,2622,99,41411.5656565657,"Entertainment",99,5,"1"
"1738","8_QfowqJvqo",6247529,1243,150,41650.1933333333,"Comedy",150,5,"1"
"1739","8qgebQepWSk",1004316,2554,24,41846.5,"Sports",24,3,"2"
"1740","8QH4QsoqQFA",6709218,4679,161,41672.1614906832,"Music",161,4.57,"1"
"1741","8QLXTsviMxk",12777064,69538,314,40691.2866242038,"Music",314,4.84,"1"
"1742","8q_n8z3auC4",65349901,699727,1710,38216.316374269,"Comedy",1710,4.38,"1"
"1743","8qoz_jyo8cQ",916830,4575,24,38201.25,"Comedy",24,1.23,"4"
"1744","8qUkEfQEaH4",10252583,4952,252,40684.8531746032,"Music",252,4.25,"1"
"1745","8R1ZZ03PmjQ",11742484,3711,493,23818.4259634888,"Gadgets & Games",493,2.5,"3"
"1746","8REbu18i1MI",2597483,115,55,47226.9636363636,"Music",55,0,"5"
"1747","8RtfNdg1fQk",2753443,187512,75,36712.5733333333,"Comedy",75,4.26,"1"
"1748","8rWSwRRIoDM",907816,34904,23,39470.2608695652,"Music",23,4.22,"1"
"1749","8sAgMqKTD2Y",1956594,175272,54,36233.2222222222,"Sports",54,4.67,"1"
"1750","8Sm1XLivzXg",21794771,578250,528,41277.9753787879,"News & Politics",528,3.06,"2"
"1751","8snhr0S4_Bk",9169566,1271,220,41679.8454545455,"Music",220,3.75,"2"
"1752","8toFf3W4zY0",1935371,52,124,15607.8306451613,"Comedy",124,0,"5"
"1753","8tVX2M0-b_E",20779085,217,821,25309.4823386115,"People & Blogs",821,1,"4"
"1754","8u10LR_22KU",2874619,48818,68,42273.8088235294,"Film & Animation",68,4.04,"1"
"1755","8U4_C4RQUC0",6210186,3081,172,36105.7325581395,"Sports",172,5,"1"
"1756","8u79h0a7jeQ",11801429,8875,289,40835.3944636678,"Music",289,3.89,"2"
"1757","8uDVXl-dl6M",1428058,777,34,42001.7058823529,"Entertainment",34,5,"1"
"1758","8Ujs-2DJILc",6874083,14020,395,17402.7417721519,"Music",395,4.78,"1"
"1759","8Uncck6ujIE",10006916,89982,242,41350.8925619835,"Entertainment",242,4.88,"1"
"1760","8uPjJx2nG4A",10544459,1534,291,36235.2542955326,"News & Politics",291,5,"1"
"1761","8uuasiPAruk",9650925,194235,239,40380.4393305439,"Sports",239,4.62,"1"
"1762","8uwuLxrv8jY",5384682,4226517,131,41104.4427480916,"Entertainment",131,4.53,"1"
"1763","8V08KJCU888",2610445,6570,68,38388.8970588235,"Film & Animation",68,4.83,"1"
"1764","8V3WkgJmXI8",9425894,177,225,41892.8622222222,"Film & Animation",225,5,"1"
"1765","8v4ISWuDck0",5849700,172,274,21349.2700729927,"News & Politics",274,3.29,"2"
"1766","8vbnLYROCj8",2939856,76420,69,42606.6086956522,"Comedy",69,4.87,"1"
"1767","8vEiR1y6Y_E",23269775,22661,564,41258.4663120567,"Entertainment",564,4.7,"1"
"1768","_8vfvaXhNlk",10683091,315,263,40620.1178707224,"Music",263,4,"1"
"1769","8vJ5enXgukU",2375595,70864,58,40958.5344827586,"Sports",58,4.63,"1"
"1770","8vLcVcMvx58",13110206,288,308,42565.6038961039,"Travel & Places",308,5,"1"
"1771","8vPkxhfIAak",11612059,12823,323,35950.6470588235,"Entertainment",323,4.59,"1"
"1772","8Vs6R5YZQ3c",20214634,93568,490,41254.3551020408,"People & Blogs",490,4.81,"1"
"1773","8vTRVE2WbOs",62828870,107,1522,41280.4664914586,"News & Politics",1522,4.5,"1"
"1774","8VzY4ZfCutM",12338763,87102,300,41129.21,"Comedy",300,2.58,"3"
"1775","8WJsuM19-8c",2621297,214856,62,42278.9838709677,"People & Blogs",62,4.58,"1"
"1776","8WXOsCXquOs",6290313,51065,146,43084.3356164384,"Gadgets & Games",146,4.7,"1"
"1777","8x88MHunofA",4859841,140,117,41537.1025641026,"Autos & Vehicles",117,0,"5"
"1778","8x9_f1LBqv4",15692546,5489,396,39627.6414141414,"People & Blogs",396,2.85,"3"
"1779","8X9FN39oa2A",1494659,81221,33,45292.696969697,"Howto & DIY",33,3.84,"2"
"1780","8xeqpHMOjcM",7821122,7408,189,41381.5978835979,"Sports",189,4.5,"1"
"1781","8xQyldIzFZk",3821471,1295,179,21349,"People & Blogs",179,4.5,"1"
"1782","8_XTU-hBn4s",8611240,1584,209,41202.1052631579,"Gadgets & Games",209,4.75,"1"
"1783","8xV9A4v6G3E",8471543,578827,225,37651.3022222222,"Comedy",225,4.77,"1"
"1784","8Y5KAaercTI",16109786,105356,393,40991.8218829517,"Sports",393,4.93,"1"
"1785","8ydbATVriqA",13429793,90571,324,41449.9783950617,"Sports",324,4.82,"1"
"1786","8yDgkvWh3JQ",24676747,51551,595,41473.5243697479,"Entertainment",595,4.88,"1"
"1787","8-ypt_7rPx4",22932285,17595,559,41023.7656529517,"Music",559,4.91,"1"
"1788","8yqLaVt5ui4",7754136,45044,196,39561.9183673469,"Film & Animation",196,4.47,"1"
"1789","8yQwl1ScE0Q",15185738,96131,369,41153.7615176152,"Entertainment",369,4.8,"1"
"1790","8YSNmZ3z4vY",15402813,102,372,41405.4112903226,"Travel & Places",372,1,"4"
"1791","8z2M_hpoPwk",8413294,46029,204,41241.637254902,"Music",204,4.91,"1"
"1792","8Z9GZUySPzU",15513842,1939,375,41370.2453333333,"Comedy",375,5,"1"
"1793","8zEQhhaJsU4",7329822,50989,181,40496.2541436464,"Howto & DIY",181,4.75,"1"
"1794","8zRaH9ICKrM",18537430,40842,451,41102.9490022173,"Entertainment",451,4.94,"1"
"1795","-8ZSsCekJL8",6776522,762,189,35854.6137566138,"Gadgets & Games",189,4.5,"1"
"1796","8zz7b4Qx52U",23448869,685,568,41283.2200704225,"Music",568,5,"1"
"1797","905KEUArcB0",1766098,117,43,41072.0465116279,"Autos & Vehicles",43,3,"2"
"1798","90Tueundpyk",2516218,196244,60,41936.9666666667,"Comedy",60,4.83,"1"
"1799","919_A0yxHGI",12985215,85628,372,34906.4919354839,"Music",372,4.81,"1"
"1800","91dQZQLpChw",1305476,4685,40,32636.9,"Howto & DIY",40,3.9,"2"
"1801","91K65i4cKNo",6821646,212826,166,41094.2530120482,"People & Blogs",166,3.37,"2"
"1802","91YLThOH1b8",9364437,1495,225,41619.72,"Film & Animation",225,5,"1"
"1803","924zmIi55P8",16108499,80022,398,40473.6155778894,"Entertainment",398,4.2,"1"
"1804","92D15qtI_Gk",11690234,17814,281,41602.256227758,"Entertainment",281,4.93,"1"
"1805","92IWqopETfI",7683925,722845,183,41988.6612021858,"Music",183,4.86,"1"
"1806","92yHyxeju1U",6592531,482511,159,41462.4591194969,"Entertainment",159,4.72,"1"
"1807","94KzmB2bI7s",4526709,173295,109,41529.4403669725,"Howto & DIY",109,4.74,"1"
"1808","9_4WI6ySdEM",6618681,4236,266,24882.2593984962,"Music",266,4.65,"1"
"1809","95iUQcRGx7k",20320349,106022,525,38705.4266666667,"Comedy",525,4.89,"1"
"1810","95Lgm_7VeQ8",12722254,90814,310,41039.5290322581,"Sports",310,4.89,"1"
"1811","95tdHD95sOo",8551884,35358,214,39962.0747663551,"News & Politics",214,4.6,"1"
"1812","960YqTBP1HQ",2150045,2769,85,25294.6470588235,"Comedy",85,4.12,"1"
