"","USER_ID","VIDEO_ID","SIZE","VIEWS.x","LENGTH","BITRATE","UPLOADS","FRIENDS"
"5698","Kaldigurri","Dukbs4uIbjk",8566149,42202,207,"1.01547e+048",2,NA
"6130","lastchance12346","uFBlq47MQMk",51659587,42197,1261,"4.7917e-007",14,NA
"923","babylonian","bwdhg_whoKw",2119336,42196,50,"335.089",4,NA
"11210","theIronVox","sZ6I4N3s1Xw",10942097,42171,274,"3.06485e+257",17,NA
"8574","peestandingup","zJ12vNZ5yMY",11310942,42102,273,"-1.#QNAN",58,NA
"9806","schroedermilk","aqlo_spATEM",21233558,42076,521,"325.749",16,NA
"935","baddy","CBTITHA8twI",7820433,42071,186,"-9.20665e-111",0,NA
"7887","neomasamune","tVQx1RkVtV4",12365687,42044,309,"-1.#QNAN",15,NA
"7580","mrwhitfan","DzFlyBraYy0",16299245,42030,395,"-4.67028e+009",9,NA
"8650","peterfnj","Y0BiEeuVt1k",7193082,42030,172,"-1.#QNAN",19,NA
"2889","dianezak1942","9isMwsQiQrg",6103540,42025,147,"2.21334e-077",6,NA
"5345","jimmiejo","o1bEOtpqYpA",16596946,42021,404,"5.97174e-299",3,NA
"3063","Donskibeat","quFlsFkKarE",8819266,42003,214,"-7.66702e+117",32,NA
"8764","pimplywimp","w2_VrYXOu-4",7077067,41983,178,"318.288",60,NA
"10147","sillyUSA","nbNWY7qr13o",9729772,41973,236,"329.53",16,NA
"8593","peestandingup","2GkoAa5718Y",21699011,41962,552,"314.016",58,NA
"7117","Mezmorizingmage","lgTAekO8Zek",5898975,41943,479,"98.3974",71,NA
"6344","littleloca","mrZDbEiMZaM",8562133,41885,208,"329.3",122,NA
"1085","Beigebeard","TPvsHo4NPNo",8705160,41799,213,"227293",6,NA
"6392","loiscabral","HyW-X4ym2l4",6493268,41799,258,"200.965",4,NA
"12478","x3nerd","RyvQa5NgzcA",10566068,41783,252,"-1.#QNAN",56,NA
"8479","PaulaDaunt","_Z4OvK3Vn44",24836390,41764,651,"304.762",1,NA
"11947","vachela1","MKkpoH9pKzo",16819734,41755,407,"329.596",2,NA
"8940","princearsalan0001","trni074AE6g",24654202,41746,595,"-1.#QNAN",75,NA
"10514","squalljapan","heCuD9t74ck",8493767,41730,198,"342.054",10,NA
"2702","davidchoimusic","iZGqE8yKrK0",5251725,41717,119,"350.592",105,NA
"1220","billypresley","5wXI-DgdgfQ",3451873,41702,83,"328.739",29,NA
"11279","theripper","NUMRtHG69V8",8965297,41675,244,"4.99997e+116",9,NA
"7072","meowcat89","KvT-C8QArok",16632265,41674,399,"332.811",18,NA
"10057","ShimiSan","G0LRNnLNyvI",8385379,41674,203,"-8.28974e-229",6,NA
"7848","nemossn","Sy58wz0zHeo",12263330,41651,299,"327.308",2,NA
"5594","juanmeje","XkdoPeTxtns",8296680,41576,200,"5.40365e-299",19,NA
"876","axblack","r8Pnlhs7grQ",10078302,41525,244,"-1.08823e+086",84,NA
"12344","wildeyed","C0wVP4UrgpE",6578019,41512,158,"-1797.75",20,NA
"3802","foxjones89ryu","MRGPURHoyhI",26407960,41495,646,"-1.#QNAN",44,NA
"6339","LitosOurppl","Z7pHxytEFFE",13527215,41484,329,"3.00049",23,NA
"9418","rneeG","PHhm5veKnfk",3828292,41460,96,"318.946",16,NA
"12046","videowacht","u6YkqTzCGew",7164747,41447,207,"276.031",3,NA
"5923","klarkke","OXs3jtF9_nw",2166441,41400,51,"335.045",69,NA
"11860","unclevernon","OSeSQI16ZE0",7477832,41316,304,"1.79123e-184",15,NA
"3677","Fincache","BjkTiCTcjpY",5176442,41267,194,"214.09",11,NA
"5176","janussaint","tXeW-1i42KI",2619349,41258,63,"329.706",36,NA
"4489","hanks1agent","YPd0IAlo8iI",7748624,41163,186,"3.06485e+257",17,NA
"2989","DivineDescendant","kFhDoL-s594",8172137,41139,201,"-1.#QNAN",78,NA
"2397","crazzyAFIfan","k64Z2qQZsKA",5467116,41138,263,"7.10124e+183",14,NA
"9642","sadr","jUhnOrXyz6Q",4727548,41137,114,"4.59155e+066",28,NA
"2557","Dangerdan","IhJQp-q1Y1s",661393,41114,15,"-1.63399e-301",7,NA
"9488","rogbad","bFw4tgB5RE4",21858923,41082,527,"-4.22206e-035",76,NA
"6457","louisht","P1DHHmOOVFg",9499045,40996,229,"330.437",16,NA
"1735","CACAOreprise","fohk94TTg38",9650342,40882,232,"331.595",107,NA
"7760","nameinamillion","UXAOjgVpQWU",9600780,40864,233,"329.391",19,NA
"7186","mikebtexas","aa2-bFlASpo",18566312,40862,448,"330.981",1,NA
"3392","EmmaJane6464","8zRaH9ICKrM",18537430,40842,451,"328.556",15,NA
"7897","net12345","1se9guV8I7g",21032616,40829,511,"328.735",121,NA
"5558","JoshuaZimmerman","tlaJw_TUoTc",51499144,40815,1252,"328.878",125,NA
"2013","CheonHoPark","CKxqKn9JMeU",9522507,40801,230,"330.812",32,NA
"4714","hoopstv","c_usicZKAps",16288077,40799,390,"333.833",10,NA
"9569","ru42","PANf-PVsLhw",33431319,40796,809,"330.551",59,NA
"6440","lorrainejames","hMpHF2a-IJY",6418774,40771,156,"-1.#QNAN",23,NA
"5543","JoseMP55555","Y0FfELnGfbw",16928806,40758,269,"-8.76412e-222",4,NA
"10658","stukey1","adBm7U9-8OM",2903007,40729,115,"-1.#QNAN",2,NA
"4119","getamac","FxLdLBxHRkA",1229645,40728,30,"-1.#QNAN",103,NA
"8427","panopticist","OdqMEfV-r9A",10282839,40708,247,"1.0703e+136",14,NA
"12497","xboxscene","dFqLN-eJ3GM",2141751,40680,60,"283.422",21,NA
"4573","heffem","TLfACqLDeTM",4462821,40665,106,"1.6811e-169",45,NA
"10872","tafoshi","mSmT1Fve-BY",14892146,40646,360,"330.431",53,NA
"4461","hajiyev","ip2WYXbPuuw",3540853,40625,138,"1.15885e-280",29,NA
"2458","cuatb9","wRfP3vj8Gl8",9191738,40606,366,"200.689",6,NA
"6718","maniacmike","4yQhXBeabUE",14012936,40528,341,"-1.#QNAN",25,NA
"2888","DiANAsVideosx3","0Tgym93-Wq4",690137,40516,18,"5.39197e-299",55,NA
"1980","chathurga","wNpIQPz7FNU",17945170,40429,494,"290.457",2,NA
"10941","tbonevoodoo","08R8tgvXa7o",10022708,40420,241,"4.24942e-258",12,NA
"7423","monumentco","ePb6H-j51xE",9339384,40401,227,"1.63409e+069",7,NA
"3295","edwinarcher","eqgnExSiS0s",8585614,40350,206,"333.197",14,NA
"6573","Lynnox","p6cOp6EDFlI",5718619,40333,167,"-1.#QNAN",4,NA
"2280","cometflash021","ZHI9pD9zXiY",3050192,40329,73,"333.499",5,NA
"925","Bacholoji","S6yuR8efotI",5660557,40324,157,"288.391",191,NA
"1627","bruiz76","imFAR8ypw2c",4375247,40314,104,"335.106",1,NA
"202","adelaideuni","fnP3Mz1wh9c",1787769,40296,59,"-6.72232e-117",2,NA
"12495","xboxscene","zSVJMSegj5I",4428743,40268,106,"-7.04239e-103",21,NA
"6064","Kyokoaegis","G7A_bJFZNXE",9247325,40260,233,"-1.#QNAN",3,NA
"4853","ikuaikaze","iYHAxmTcYb8",12731552,40251,291,"349.439",21,NA
"11776","U2Earlyvids","qH1FbD1jBI8",8292795,40216,201,"329.442",23,NA
"3224","dumbbrunettegal1","k4SLSlSmW74",5259506,40206,130,"-1.#QNAN",2,NA
"3439","EOG","wWOGMKQ1aHo",21315414,40195,520,"327.68",24,NA
"2798","Delta9mkdx","df8wAla57PI",10143413,40139,282,"286.999",9,NA
"7640","musicmoosedotorg","ceUI6Fr4wPU",24563455,40113,594,"330.324",50,NA
"6743","marcomm","Fq-UYN4Hjqw",6526414,40102,159,"327.941",21,NA
"7384","mom2kaylantristn","rSZYc0BbFF0",11263939,40102,277,"325.304",106,NA
"2371","craigjay","AoWrLgksXsQ",9069330,40014,225,"321.989",30,NA
"1444","boh3m3","Cj5FUctCirg",17928419,39971,433,"330.964",160,NA
"1569","brianoflondon","4aiHbUplz3k",11182427,39954,455,"8.61824e-169",7,NA
"11386","ThurstonMoore","-IHgVvjp0tI",8111152,39934,195,"4.62419e+235",14,NA
"8272","onemanshowdown","x0AbAMAOUKc",8584780,39915,209,"5.88712e-167",2,NA
"1445","boh3m3","QNwECfXlg08",30488908,39906,738,"330.405",160,NA
"5174","jano77","ON0Q_F6_mQA",9731670,39870,286,"-1.92332e-035",5,NA
"5144","jamesfabin","heR6lf4T3z0",8660485,39859,210,"329.452",18,NA
"11196","TheHeroOfCanton","Sd8FAq-yk0s",1275109,39839,30,"330.96",1,NA
"8013","Nikolella","5m_7nlxsmOU",1230601,39833,30,"324.627",18,NA
"6652","maharasha","BHsErY-5rNs",5973040,39825,146,"326.143",29,NA
"9519","roninsmine","wQslBXdgp24",6839475,39810,164,"331.479",9,NA
"10089","shiroro","OL2gban1_9Y",2686830,39772,64,"333.135",12,NA
"5486","jonathanbttf","BpsN40RN96U",2836866,39758,69,"1.24235e+107",20,NA
"8676","pg2xatl","ZoOuuzsLgCc",7831344,39735,188,"4.61652e-272",16,NA
"1652","buckum95","EtlDVi_1JMg",16947078,39707,408,"331.546",1,NA
"12143","vnunetbe","JDfRvcjBQlM",22722811,39647,554,"328.048",18,NA
"9482","rodrigodlm","qOr5_GaGnPc",2843634,39548,72,"5.37795e-299",6,NA
"5985","kowagari","TnSPFgXsDHo",1788716,39531,43,"2.63314e+232",14,NA
"10764","surenorap","JFeR-bRzgPQ",5891959,39518,141,"332.156",11,NA
"5662","jwocky","ljg1GwQrfFs",7968686,39509,188,"-2.95797e-306",7,NA
"10007","sharly999","xlyN0L4IMck",3773437,39481,91,"-2.95727e-306",2,NA
"8918","pradco","OvAHYR5DnZE",1421750,39451,74,"1.86477e-154",77,NA
"3861","fredmertz75","tfrbsTWv9eU",3318946,39449,80,"330.453",15,NA
"10842","synthesisfilms","Y0S1yGqPiEY",24313486,39423,640,"-1.#QNAN",2,NA
"1391","bluevision","B4PkNPCEnJM",40288685,39327,981,"2.02454e+023",17,NA
"10813","swindonx","gEBBkqkH7xM",4766996,39304,179,"-8.39292e-213",3,NA
"8646","petegorilla","Sc8W-Qa90gM",2244450,39301,58,"-2.62096e+077",3,NA
"1069","beberle2","5IIKePz1XZI",24065719,39258,584,"329.548",49,NA
"2091","chosenlink2","qoIvd3zzu4Y",2753426,39224,95,"231.969",1,NA
"4668","HitoToAbura","PgxGzMgsj9o",17289497,39224,419,"-1.#QNAN",18,NA
"2251","Cognaut","vUO6kYLb6As",17548365,39061,427,"3.06485e+257",4,NA
"8989","pumpkincutter","xUlQ4Mah31Q",10379956,39059,254,"325.903",12,NA
"11217","thelemur","sorIJekdcgo",6379926,39037,178,"-1.94657e-065",13,NA
"4555","hclmed","jiUiJaIlLRg",4514707,39033,111,"322.765",4196,NA
"8228","okpguitar","c46fr2EZOhQ",3179717,39022,77,"327.261",5,NA
"5630","justhankful","5XfJZg3osHI",5776787,38962,280,"3.78563e+217",8,NA
"7233","mindbank","-Thz2SOKkGI",9615059,38960,235,"327.229",26,NA
"8585","peestandingup","Ko4V3G4NqII",22563665,38949,574,"314.122",58,NA
"10961","tcblues","1yKgAEkCKxY",8235799,38945,299,"220.31",14,NA
"4689","HollandCasino","qSJAhjCAmNg",1951363,38915,46,"334.063",11,NA
"8380","Oxhorn","jDu-1N1hqKM",12738153,38890,312,"326.243",40,NA
"5825","khayav","LDkSos1Fg-4",15153496,38845,364,"332.868",117,NA
"11611","TripleA3","701XpfoBd7s",6497101,38829,178,"291.059",2,NA
"6085","LadyArwen24","40ffdAwt02A",6245277,38816,150,"332.724",10,NA
"1191","bigwillfan","NNFI4jB6gzY",8637659,38794,246,"-1.#QNAN",32,NA
"1922","Chakal17","HCsCAeMtgmQ",7414275,38781,336,"176.456",2,NA
"6066","kyono007","DdOyFzgCUGU",9066945,38780,219,"330.294",32,NA
"2773","deckm70","V_mSnpI5O04",3613785,38618,90,"-5.62136e+013",11,NA
"2539","damion337","9fAU0O-Wp98",22230308,38591,547,"324.475",8,NA
"610","AnonymousSinger","DhMoncn8Oz8",NA,38590,272,"197.483",53,NA
"888","ayokassam","hWhsses5KKU",20674699,38590,330,"364.235",4,NA
"1402","bmh1","-Hx07coihqA",140877930,38558,3925,"-5.58581e-071",90,NA
"847","autoritcom","knd_K8JQbqs",9394367,38546,227,"330.451",1,NA
"7757","nalts","Vr0BAQT2gZA",4224587,38521,103,"325.804",696,NA
"11534","tortoise69","iwSyQUSh_ZA",13868964,38518,335,"-5.3475e+303",3,NA
"8665","petethepontiff","qMVyN8jt1Zs",5725296,38496,196,"232.977",6,NA
"11111","TheBaller3","6JmyOX7DjR4",8425465,38484,204,"-9.08877e-241",46,NA
"3347","elfersp","QU5oOIk9CfQ",16232613,38439,396,"327.305",9,NA
"11915","urWURLDnow","vyVTkf8TnHc",5367353,38428,126,"338.178",61,NA
"3127","drawswithcrayon","gCOhbii5JmA",734999,38426,29,"195.055",19,NA
"385","alhifi","IN62wqBdbxA",4298931,38423,105,"324.73",15,NA
"8807","pkcopiumfam","fPy7wqiQL5Q",26171514,38377,632,"330.741",4,NA
"265","agngoo","e0SXH5Y9PEc",7669597,38375,183,"333.408",11,NA
"9206","RedDress","PD9rMryi4u8",7039342,38334,171,"-1.#QNAN",9,NA
"9824","ScottishApril","QB-hMM9SOl4",10196355,38331,246,"330.293",6,NA
"12895","zoharma","D5FTzu_maHM",5644537,38304,137,"327.991",4,NA
"4378","gud2","vXQ1dt-KIs8",18762028,38300,453,"331.099",3,NA
"6715","ManHoPark","SrgFHrIlKcw",9528612,38298,230,"-1.14858e-063",33,NA
"1170","bigfaucet","J9Jfb_iuy4k",6920783,38290,192,"2.17637e+139",4,NA
"2197","CloakandSwagger","OyzmeYfNp2g",4523238,38273,113,"317.899",6,NA
"1547","breitbart","QeIFHXDVHsU",8260890,38267,201,"327.466",13,NA
"5891","kingyj","L_BoZ_Qdyl0",7940478,38211,192,"330.594",20,NA
"7782","naro06","3wouN6F93UQ",186486,38189,7,"212.904",5,NA
"11477","tocache","qRtzrVT5Xbo",8075725,38179,191,"336.876",269,NA
"12281","WesleyClark","4uPpQXBmPQ4",808574,38173,32,"196.566",35,NA
"964","bangedup","IOIJHh3mKcQ",4911754,38166,199,"1.12578e-285",2,NA
"695","arnario","68E_JSCOD_I",9819492,38162,233,"-1.#QNAN",5,NA
"5832","kiddsock","Yc3IWQMJsP0",13351134,38160,349,"305.005",76,NA
"1679","BunnieLebowski","3j_B-GhvPgU",10486526,38146,257,"325.481",84,NA
"1265","blackemerald","YmIcgw7gQa0",9916007,38119,274,"3.46597e-275",6,NA
"1480","Bosstonn","TTqqBGN_i3c",1646735,38090,40,"324.875",7,NA
"10221","SkipperBarbie","PDQgVwnhm3w",2449254,38087,59,"-3.85356e+081",5,NA
"11469","TNAwrestling","Gbb9Cje6UOM",1711491,38065,43,"5.37795e-299",1471,NA
"5595","JuanPabloA1987","4PD9p80EWgo",8113790,38036,224,"287.805",8,NA
"11839","umbrea","Z9CzZjIK6iA",11940651,37996,288,"-1.70663e-140",7,NA
"9969","sgssTube","qIJuYpe2BHA",17310292,37987,423,"-4.11665e-154",5,NA
"2369","CrackedRabbitGaming","dJDaklC6LdA",14496587,37943,354,"327.082",11,NA
"8746","pierva","-RMg0anuc04",6444873,37925,156,"329.801",2,NA
"9420","Roachizzle","MuS1i_bneqo",6601096,37909,213,"1.76756e+161",42,NA
"2500","cz1280","dAwE-zd66Ns",13290779,37841,322,"329.659",37,NA
"2602","Danwei","ie4EWLiB6bM",20027142,37822,490,"326.437",63,NA
"11682","turtleyq","LDXdfmpF-gI",7476358,37800,263,"226.556",8,NA
"12531","xfze","ih5yjkhPj_w",4376306,37772,109,"1.53819e-269",15,NA
"7564","mrpregnant","If0HyH0BH1s",7554626,37743,178,"339.257",277,NA
"12829","Zemichi","n5UGzr72k_s",1453598,37674,82,"141.592",316,NA
"714","ArtieTSMITW","mI-PxIRWhRo",7081327,37665,173,"326.895",73,NA
"7536","mrpitifulband","aVhSaa6aAOg",9818261,37664,238,"329.615",42,NA
"5481","jollylhama","b-so7StfPV0",19961171,37656,475,"-1.#QNAN",10,NA
"4670","HMCgirl","7p-AmMy6sSo",5442734,37644,134,"-1.#QNAN",39,NA
"273","Ahhh123the8ball","H3CaGKqdgic",10296857,37624,246,"3.06485e+257",69,NA
"5874","kingconrad","jP-6uTtm00g",12781705,37624,531,"192.137",29,NA
"731","ashandesilva","g0md_BA8Iew",23075009,37585,641,"287.728",4,NA
"4888","ilovexurry","3tLJSOirOsc",4748328,37571,118,"-7.32271e+298",12,NA
"7716","mzebwells","jbd0ZfwEfQo",6928962,37538,169,"-1.#QNAN",9,NA
"2079","childofchoice","CkYkuZaq6Jw",8501353,37492,206,"329.356",6,NA
"5398","jmiyun","UsVOLMpTXhM",11272805,37478,312,"288.23",12,NA
"2639","darkjosh","azsg4hwpWt4",17818454,37428,440,"323.333",15,NA
"5626","JustBlazeTV","0lt5HTzRbIk",23415497,37415,569,"328.708",28,NA
"3112","dragonflyb","Zs8dsERsal8",12752988,37384,307,"332.037",20,NA
"8348","orko119","kNoN403tXU4",13291637,37368,322,"329.528",2,NA
"3300","EepyBird","YLAesBdv9PE",2509889,37294,59,"340.078",8,NA
"6178","leathlin","33EjxbN7xx8",7646092,37277,226,"269.962",5,NA
"10785","swampfrog74","1wptJ2fYm3A",6264548,37260,149,"335.348",21,NA
"3658","Fideli0","d_5IlkjxJzQ",21254105,37230,514,"330.443",7,NA
"685","arincrumley","ScJMBhgb790",13948331,37229,548,"203.35",67,NA
"8812","PlayItBogart","gDmsd46OSkY",20242396,37219,489,"331.05",111,NA
"4193","glowfunkofreak","YEKxWUCBZk8",14110239,37214,340,"331.331",5,NA
"7223","MilkyCabbage","bpMBg67ltas",3474268,37188,87,"313.985",33,NA
"2628","darkdepth","zMhRtxjFY0k",6741584,37129,247,"217.838",4,NA
"9277","renetto","r_Q4one02bM",17276053,37129,414,"333.777",344,NA
"8557","peestandingup","maIgu_7oLm0",2366958,37112,57,"1.31181e+081",58,NA
"4123","getamac","zSgIb0xBQhk",1189626,37093,29,"318.037",103,NA
"9232","Regicfc","-qazSjmfLMc",8399508,37066,231,"-9.30088e-007",14,NA
"8074","Nocturne72","KbFIGFv4GLQ",10229117,37010,246,"-1.#QNAN",1,NA
"12688","YoungFame757","NFdmDAJ5kzQ",2892839,36988,313,"73.7701",14,NA
"11829","ulankan","gU91GbHvKHg",15607976,36947,378,"329.741",5,NA
"12481","xackobo","G8YM6regSOA",8363333,36947,246,"271.221",27,NA
"8227","okiyamaryuuka","JH8x78-DJ-U",3693643,36901,89,"328.001",30,NA
"7533","mrpitifulband","saBmFpuwmKA",12084114,36889,292,"330.563",42,NA
"6129","lastchance12346","C2_bNAsrXKA",58154647,36885,791,"-1.#QNAN",14,NA
"9289","renetto","GFmnxDB1QTw",50962398,36838,1241,"328.473",344,NA
"4957","infidelguy","ANdMYNldd3c",43367217,36821,1284,"2.09755e-301",59,NA
"5944","kodeko81","Z7Lv_hi-H0w",8700825,36792,208,"2.87285e-188",2,NA
"7390","MongoChop","42u0TiZZPCY",48175716,36776,1217,"-2.89818e+284",1,NA
"7492","movieman21","WHGUFfopniQ",3563403,36774,82,"6.01348e-154",7,NA
"8083","noiselabpodcast","X_aHlHc_Vb4",9840073,36738,247,"318.62",27,NA
"5302","Jest","RJAA-Vy6GDw",7654485,36726,183,"8.98378e-300",31,NA
"2408","crimsona","5YFolC4JPNY",6615997,36697,158,"-1.#QNAN",3,NA
"2476","curtinio","1PH1lGRsOfg",14384960,36652,350,"-1.#QNAN",14,NA
"6989","Medialink","ZBIO4GP7DNE",3718531,36626,90,"327.922",557,NA
"9928","sergiocamara","few4kiKjNzw",17077982,36609,414,"329.854",15,NA
"6847","masterofhugh","P-JDz72jx5w",6892168,36600,165,"-9.90084e+062",12,NA
"9275","renetto","hPDS43jxtik",19263471,36595,466,"330.319",344,NA
"7632","musicaldogsport","HqbVbPvlDoM",7715222,36569,187,"328.703",22,NA
"10064","shinymedia","X2snuqsG8VI",1938896,36564,47,"329.858",1044,NA
"6717","ManHoPark","xQLahvuvJT8",10517096,36538,254,"330.239",33,NA
"10619","stonecutter","V5Q5HEtyYQg",11623633,36480,280,"7.68336e+063",5,NA
"10488","SpiderNSA","S2gwxkxWKF0",12794800,36438,307,"332.973",3,NA
"6716","ManHoPark","apjufOHtBGQ",11507088,36406,278,"330.808",33,NA
"9545","rpoland","S9ix_9szF0A",5435997,36402,130,"334.184",156,NA
"12598","xXxninjaxXxmasterxXx","dQAf6MQj1kE",11359612,36360,276,"-1.#QNAN",3,NA
"8222","ojbyrne","W1_YoG7lqI4",6323096,36336,150,"336.026",2,NA
"4859","ILEJK","vwD78zAvyhQ",7270124,36306,177,"-1.#QNAN",2,NA
"7550","mrpregnant","RJ6gZSpqF6s",17199074,36299,419,"328.029",277,NA
"8937","prinado","Jjg4IaFqTIA",41050729,36289,996,"2.85712e-294",21,NA
"10654","StudioEast","SkI6GuI3cAo",9127083,36222,219,"-1.43659e-152",69,NA
"11659","ttag","PcsRl_LIJHA",8069177,36213,193,"1.08388e-283",36,NA
"5783","kellyad123","u2KDz0kjjVo",2531032,36182,90,"8.66035e-010",8,NA
"131","ABadFeeling","SMxDB2kX8Rs",24666359,36164,597,"329.986",77,NA
"8057","nmuckian","tUYQMslOobw",9336879,36154,224,"332.402",11,NA
"7128","miaangel345","qE5TzUV52XY",2520390,36153,188,"107.132",70,NA
"9478","rockstarsex","YTKNahASSDI",7504776,36141,179,"-1.#QNAN",1,NA
"8002","nightfallproject","_yw7zwG3Q48",12467927,36115,389,"256.209",120,NA
"2046","chibimaria","v_wGR9VcDLM",5438247,36097,132,"326.088",16,NA
"11807","ufc","uNcQTqN3H3M",14063174,36070,339,"330.846",56,NA
"5377","jk70","zTPuh-Iu-Ao",10294949,36056,251,"3.54093e-198",25,NA
"9531","roschler","6wsFwCnzRqE",31152756,36038,752,"331.056",39,NA
"4384","guitarcactus","JMUW1CKqPUk",8856250,36035,217,"8.59258e-280",2,NA
"5556","joshturner","iLn6maxATvQ",9050872,36024,220,"329.003",10,NA
"5111","jacosparrow","ROmKns86VjY",8961404,36012,216,"331.577",1,NA
"7856","NeoBen","i_kJPxhOd8U",1349912,36012,59,"182.17",87,NA
"10259","SLSilver","xxj8RTW4ev4",5170642,35992,122,"336.366",1,NA
"364","alemania2006","iEdWxqRbjOo",11922292,35965,288,"5.22755e-300",47,NA
"12030","VictorVTV","LTdm4Jlqrr0",8296152,35952,202,"328.248",297,NA
"3875","FrenchMaidTV","NTVFz_weYgA",14159873,35925,351,"322.618",7,NA
"7000","MediocreFilms","M-crpc6X5Io",3653172,35911,89,"325.848",55,NA
"4192","GlobalChineseNewYear","MIKqiGVWQyE",1193618,35856,29,"319.334",4,NA
"12648","yjm308","5tTiGV6lPpg",520930,35792,12,"2.92639e-306",20,NA
"11318","TheWalrusKing","n8riz9KRnJE",15151696,35781,367,"330.188",2,NA
"8181","oberhausen","azqj805sPdc",7129607,35776,172,"330.822",13,NA
"12426","wormdood","qSPcMXWJjUg",9041344,35745,359,"-5.1561e+272",18,NA
"7660","mutemath","uZAQ1EkJm08",4896105,35736,118,"331.119",100,NA
"3351","elfersp","oWLr-_dvzms",50664686,35701,1227,"330.117",9,NA
"6070","KyPuppy1","6gV7fdHUIlI",12460610,35701,298,"334.082",27,NA
"11617","trogdoor17","2hlgm39msW0",9067565,35699,224,"-1.#QNAN",43,NA
"12351","wildeyed","u55G1VGuTfs",7381366,35693,177,"-2.93283e-303",20,NA
"942","bahuamant","gF3aSqIfUtQ",8698296,35670,204,"-1.#QNAN",27,NA
"181","acurtina","Olc1PTyeCzM",9035777,35650,218,"0.871011",24,NA
"2141","ChuckBillyTotemPoll","FzIrZsY6jak",3712013,35645,85,"346.75",17,NA
"6920","MazeleyFanClub","tn_33sJnHeU",11311488,35626,273,"330.901",31,NA
"4506","harker07","g2kaQn2Eoas",10094557,35604,280,"-6.38104e+255",12,NA
"5661","JWarpin","LAjdRHzH4M8",13064563,35592,313,"-1.#QNAN",7,NA
"4910","imockery","ERxtri8glLE",7555467,35563,183,"-3.72408e-282",58,NA
"4146","giancruz","xsIVs6HxTSg",8735045,35529,212,"-1.#QNAN",12,NA
"8993","punkboyproductions","E3NEOl0Ip80",12271753,35495,295,"332.066",28,NA
"4408","gurvien","p8t41avFuCc",11581576,35487,280,"330.404",7,NA
"4736","hotosda","UGn-Tg1j8w0",8467247,35471,202,"333.754",20,NA
"7077","meowcat89","ZMGlGOQJUyw",11489409,35469,277,"331.805",18,NA
"12760","zackwolk","Rrt3Rb7-kBU",65244331,35426,1571,"332.158",220,NA
"5850","Kilkee4sheezy","_iUEwB4ME3I",7404936,35412,206,"2.11874e-133",6,NA
"11536","tortoise69","cwyoCViD71s",13490740,35390,324,"332.197",3,NA
"3793","forsaken3400","UP0J0szaUNM",5615807,35387,615,"72.8886",7,NA
"2604","Danwei","s0kWDZfJkuU",9826318,35378,237,"-1.#QNAN",63,NA
"4667","HitoToAbura","dD6DwABn3xc",6387386,35367,155,"-1.#QNAN",18,NA
"2450","ctblogger","95tdHD95sOo",8551884,35358,214,"-6.06452e-009",890,NA
"5428","JohnMcQuilkin","miwQjw0tIoE",2094857,35356,47,"356.655",218,NA
"1781","CapnOAwesome","W1Uo5DQTtzc",23927341,35342,581,"329.073",239,NA
"3984","fuyb","uKftpGB03vU",10796959,35321,431,"200.381",18,NA
"9817","scorpiooooooh","SUFa1xIfO_g",16245166,35316,392,"330.727",4,NA
"10046","shels6","XpWN0dYn3hU",2571774,35315,60,"-1.#QNAN",2,NA
"4134","GetMjay301","v9ImANqtowg",23556123,35313,577,"325.928",73,NA
"5502","jonkemp","a78kjoXd37Y",7029648,35260,170,"-2.98808e-154",3,NA
"7311","MJ32391","TWhWDgPYTxM",11553852,35259,240,"382.753",2,NA
"461","amnesiak","UqDtUtAOUyM",15259154,35255,371,"328.477",43,NA
"1299","blakeley","7agVGPrLH1k",15354178,35254,376,"3.54806e+268",40,NA
"6513","luisguilhermeolbertz","NHV0ByoaKF0",23131764,35253,561,"329.37",6,NA
"9139","RanoNL","DwhG6LggOQU",11970125,35235,344,"278.321",41,NA
"4880","iloveElla","i5cCzDbtVnM",3238005,35189,75,"-2.03485e-297",12,NA
"2314","contactlevy","B6uwOoDrkQs",11693326,35183,281,"332.203",3,NA
"3055","Dommy138","hnazkl-T01Q",3158108,35171,76,"1.72516e+115",6,NA
"11963","Vans89","Giu60KG4uDI",9578273,35118,268,"2.64456e+024",1,NA
"5859","KillRockStars","EJFmpLvofrM",8641019,35072,207,"332.365",59,NA
"10192","Sissco","e0d1l91tGbI",16070234,35054,399,"-1.#QNAN",139,NA
"6354","liveforeverprod","UBAhvI0TRDs",9078207,35013,236,"307.102",31,NA
"8912","ppcabuse","PuXilEu2EfI",14654883,35012,584,"5.16571e-063",2,NA
"4442","Hadukenjeckt","EahooGbQrUs",23282969,34987,563,"330.084",263,NA
"8076","nodog93","6aumejrcEHs",11159884,34938,270,"2.43015e+154",7,NA
"11543","TotalVidInc","YYDL1SqX-SY",5293664,34905,129,"-1.#QNAN",2241,NA
"12079","Viki156","8rWSwRRIoDM",907816,34904,23,"308.434",12,NA
"6908","maxpower1453","n6x7jyFAf7E",3248948,34888,77,"333.493",8,NA
"8185","obie666","s3l8qaHS_4E",21333885,34855,534,"-1.#QNAN",28,NA
"3867","FreeRangeStudios","0U7w92UW52E",6778948,34850,159,"339.001",19,NA
"8879","Pookieftw","vXokraTuKP4",7697657,34850,189,"325.514",138,NA
"2128","christopherlovet","hSzGTfEKpis",1789882,34845,43,"329.342",5,NA
